t_s,roll,pitch,yaw,a_x,a_y,a_z,w_x,w_y,w_z,vx_est,vy_est,X_est,Y_est,d_F,FxR,vx_enc, enc_count
1449023652.305,0.07,2.27,-31.3700,0.0315,0.0325,-1.0050,-0.0227,0.5376,0.0937,0.0000,-0.0000,0.0000,0.0000, -0.352, 90.000, 0.000, 1718
1449023652.323,0.05,2.28,-31.3800,0.0247,0.0295,-0.9847,0.2199,0.7222,0.2732,0.0000,-0.0000,0.0000,0.0000, -0.352, 90.000, 0.000, 1718
1449023652.334,0.05,2.28,-31.3900,0.0310,0.0305,-0.9982,0.1599,0.6605,0.1526,0.0000,-0.0000,0.0000,-0.0000, -0.352, 90.000, 0.000, 1718
1449023652.353,0.04,2.29,-31.4100,0.0257,0.0149,-0.9947,0.0984,0.5992,0.2141,0.0000,-0.0000,0.0000,-0.0000, -0.352, 90.000, 0.000, 1718
1449023652.370,0.03,2.29,-31.4300,0.0281,0.0247,-0.9962,0.1587,0.4146,0.3367,0.0000,-0.0000,0.0000,-0.0000, -0.352, 90.000, 0.000, 1718
1449023652.390,0.03,2.29,-31.4600,0.0287,0.0120,-0.9956,0.2212,0.4139,0.1543,0.0001,-0.0001,0.0000,-0.0000, -0.352, 90.000, 0.000, 1718
1449023652.408,0.03,2.29,-31.4900,0.0321,0.0091,-1.0033,0.0383,0.2296,0.1566,0.0001,-0.0001,0.0000,-0.0001, -0.352, 90.000, 0.000, 1718
1449023652.425,0.03,2.29,-31.5200,0.0262,0.0091,-0.9975,0.0367,0.3533,0.3378,0.0001,-0.0001,0.0000,-0.0001, -0.352, 90.000, 0.000, 1718
1449023652.444,0.03,2.28,-31.5500,0.0189,-0.0001,-0.9956,0.2210,0.1677,0.2170,0.0002,-0.0001,0.0000,-0.0002, -0.352, 90.000, 0.000, 1718
1449023652.468,0.04,2.27,-31.5700,0.0248,-0.0011,-1.0081,0.0365,0.1071,0.4005,0.0002,-0.0002,0.0001,-0.0003, -0.352, 90.000, 0.000, 1718
1449023652.486,0.05,2.26,-31.6000,0.0165,-0.0006,-1.0058,0.0984,0.2298,0.2778,0.0003,-0.0002,0.0001,-0.0004, -0.352, 90.000, 0.000, 1718
1449023652.504,0.06,2.25,-31.6200,0.0189,-0.0103,-1.0115,0.1600,0.1678,0.2173,0.0003,-0.0003,0.0002,-0.0005, -0.352, 90.000, 0.000, 1718
1449023652.527,0.07,2.24,-31.6400,0.0159,-0.0049,-1.0208,0.0978,0.2916,0.3380,0.0004,-0.0003,0.0002,-0.0007, -0.352, 90.000, 0.000, 1718
1449023652.546,0.08,2.22,-31.6600,0.0121,-0.0132,-1.0164,0.2811,0.1678,0.3382,0.0005,-0.0004,0.0003,-0.0008, -0.352, 90.000, 0.000, 1718
1449023652.564,0.09,2.21,-31.6700,0.0125,-0.0117,-1.0178,0.1604,0.2293,0.1561,0.0006,-0.0004,0.0004,-0.0010, -0.352, 90.000, 0.000, 1718
1449023652.587,0.11,2.20,-31.6900,0.0091,-0.0122,-1.0304,0.2209,0.2909,0.2160,0.0007,-0.0005,0.0005,-0.0012, -0.352, 90.000, 0.000, 1718
1449023652.607,0.12,2.19,-31.7000,0.0096,-0.0156,-1.0246,0.2817,0.4755,0.2143,0.0009,-0.0006,0.0006,-0.0014, -0.352, 90.000, 0.000, 1718
1449023652.624,0.13,2.18,-31.7100,0.0159,-0.0146,-1.0376,0.1586,0.5378,0.3357,0.0010,-0.0006,0.0007,-0.0016, -0.352, 90.000, 0.000, 1718
1449023652.648,0.15,2.17,-31.7200,0.0130,-0.0078,-1.0304,0.4643,0.5367,0.2737,0.0012,-0.0007,0.0009,-0.0019, -0.352, 90.000, 0.000, 1718
1449023652.666,0.16,2.17,-31.7300,0.0159,-0.0127,-1.0299,0.3427,0.5369,0.2135,0.0013,-0.0008,0.0011,-0.0022, -0.352, 90.000, 0.000, 1718
1449023652.684,0.16,2.16,-31.7500,0.0089,0.0010,-1.0451,0.0377,0.7224,0.1526,0.0015,-0.0009,0.0012,-0.0024, -0.352, 90.000, 0.000, 1718
1449023652.708,0.17,2.16,-31.7600,0.0134,-0.0058,-1.0363,0.3421,0.6603,0.2732,0.0017,-0.0009,0.0015,-0.0028, -0.352, 90.000, 0.000, 1718
1449023652.726,0.17,2.16,-31.7800,0.0188,0.0068,-1.0368,0.2804,0.7838,0.3332,0.0019,-0.0010,0.0017,-0.0031, -0.352, 90.000, 0.000, 1718
1449023652.744,0.17,2.16,-31.8100,0.0163,0.0151,-1.0345,0.5249,0.9062,0.2704,0.0022,-0.0011,0.0019,-0.0034, -0.352, 90.000, 0.000, 1718
1449023652.768,0.17,2.16,-31.8400,0.0134,0.0121,-1.0248,0.4037,1.0294,0.1485,0.0024,-0.0012,0.0023,-0.0038, -0.352, 90.000, 0.000, 1718
1449023652.785,0.17,2.17,-31.8800,0.0276,0.0185,-1.0272,0.3421,1.0297,0.2095,0.0026,-0.0012,0.0025,-0.0041, -0.352, 90.000, 0.000, 1718
1449023652.804,0.17,2.18,-31.9100,0.0153,0.0213,-1.0201,0.4641,1.1526,0.2079,0.0029,-0.0013,0.0028,-0.0044, -0.352, 90.000, 0.000, 1718
1449023652.828,0.15,2.19,-31.9300,0.0256,0.0257,-1.0258,0.2813,1.2145,0.1475,0.0032,-0.0014,0.0032,-0.0049, -0.352, 90.000, 0.000, 1718
1449023652.846,0.14,2.21,-31.9600,0.0211,0.0355,-1.0202,0.3429,1.1526,0.0871,0.0035,-0.0015,0.0036,-0.0053, -0.352, 90.000, 0.000, 1718
1449023652.864,0.13,2.22,-31.9800,0.0212,0.0262,-1.0079,0.4647,1.0292,0.1482,0.0038,-0.0016,0.0039,-0.0057, -0.352, 90.000, 0.000, 1718
1449023652.887,0.11,2.23,-32.0000,0.0226,0.0388,-1.0110,0.2204,1.1531,0.1483,0.0042,-0.0017,0.0044,-0.0063, -0.352, 90.000, 0.000, 1718
1449023652.906,0.09,2.25,-32.0200,0.0339,0.0339,-1.0040,0.3435,1.0908,0.0268,0.0045,-0.0018,0.0048,-0.0067, -0.352, 90.000, 0.000, 1718
1449023652.924,0.08,2.26,-32.0500,0.0310,0.0339,-0.9958,0.2204,1.0915,0.1488,0.0049,-0.0019,0.0052,-0.0072, -0.352, 90.000, 0.000, 1718
1449023652.935,0.07,2.27,-32.0600,0.0315,0.0373,-0.9992,0.3436,0.9676,0.0278,0.0053,-0.0021,0.0055,-0.0075, -0.352, 90.000, 0.000, 1718
1449023652.959,0.05,2.29,-32.1100,0.0310,0.0325,-1.0050,0.2216,0.9063,0.0289,0.0057,-0.0022,0.0061,-0.0083, -0.352, 90.000, 0.000, 1718
1449023652.977,0.04,2.30,-32.1600,0.0305,0.0378,-0.9944,0.4031,0.7217,0.2724,0.0061,-0.0024,0.0066,-0.0088, -0.352, 90.000, 0.000, 1718
1449023652.996,0.02,2.31,-32.2000,0.0306,0.0309,-0.9861,0.3430,0.7215,0.1513,0.0066,-0.0025,0.0070,-0.0095, -0.352, 90.000, 0.000, 1718
1449023653.019,0.01,2.32,-32.2400,0.0349,0.0296,-1.0069,0.0371,0.8458,0.2123,0.0070,-0.0027,0.0077,-0.0103, -0.352, 90.000, 0.000, 1718
1449023653.037,-0.00,2.33,-32.2700,0.0331,0.0295,-0.9865,0.2215,0.5369,0.0926,0.0075,-0.0029,0.0082,-0.0110, -0.352, 90.000, 0.000, 1718
1449023653.055,-0.01,2.34,-32.3100,0.0291,0.0217,-0.9942,0.1591,0.5376,0.2750,0.0081,-0.0032,0.0088,-0.0118, -0.352, 90.000, 0.000, 1718
1449023653.079,-0.02,2.34,-32.3500,0.0247,0.0242,-0.9992,0.2202,0.4758,0.2752,0.0086,-0.0034,0.0095,-0.0128, -0.352, 90.000, 0.000, 1718
1449023653.097,-0.02,2.34,-32.3700,0.0219,0.0052,-0.9903,0.1584,0.2916,0.3985,0.0092,-0.0037,0.0101,-0.0137, -0.352, 90.000, 0.000, 1718
1449023653.116,-0.02,2.33,-32.3900,0.0252,0.0106,-1.0019,-0.0849,0.2919,0.2781,0.0098,-0.0039,0.0107,-0.0146, -0.352, 90.000, 0.000, 1718
1449023653.139,-0.02,2.33,-32.4200,0.0228,0.0042,-0.9961,0.1586,0.1068,0.4000,0.0104,-0.0042,0.0116,-0.0158, -0.352, 90.000, 0.000, 1718
1449023653.158,-0.02,2.32,-32.4400,0.0169,0.0028,-1.0087,0.1601,0.0446,0.2183,0.0111,-0.0045,0.0122,-0.0168, -0.352, 90.000, 0.000, 1718
1449023653.175,-0.01,2.31,-32.4600,0.0248,0.0009,-1.0125,0.2211,0.1061,0.2175,0.0118,-0.0049,0.0129,-0.0179, -0.352, 90.000, 0.000, 1718
1449023653.199,0.00,2.30,-32.4900,0.0165,-0.0118,-1.0105,0.0984,0.1682,0.2783,0.0125,-0.0052,0.0138,-0.0193, -0.352, 90.000, 0.000, 1718
1449023653.218,0.01,2.29,-32.5200,0.0174,-0.0035,-1.0154,0.0385,0.0448,0.1581,0.0132,-0.0056,0.0145,-0.0205, -0.352, 90.000, 0.000, 1718
1449023653.235,0.03,2.27,-32.5600,0.0111,-0.0156,-1.0207,0.2205,0.1678,0.2778,0.0140,-0.0059,0.0153,-0.0217, -0.352, 90.000, 0.000, 1718
1449023653.260,0.04,2.26,-32.6000,0.0135,-0.0166,-1.0245,0.2812,0.4757,0.2750,0.0148,-0.0063,0.0163,-0.0234, -0.352, 90.000, 0.000, 1718
1449023653.277,0.06,2.25,-32.6700,0.0154,0.0009,-1.0213,0.0993,0.2294,0.1564,0.0156,-0.0067,0.0171,-0.0247, -0.352, 90.000, 0.000, 1718
1449023653.295,0.07,2.24,-32.7200,0.0111,-0.0205,-1.0279,0.4011,0.3530,0.5790,0.0164,-0.0071,0.0180,-0.0260, -0.352, 90.000, 0.000, 1718
1449023653.320,0.09,2.23,-32.7400,0.0144,-0.0054,-1.0329,0.2823,0.3521,0.1545,0.0173,-0.0075,0.0191,-0.0279, -0.352, 90.000, 0.000, 1718
1449023653.337,0.10,2.21,-32.7600,0.0081,-0.0122,-1.0256,0.2818,0.4139,0.2148,0.0182,-0.0080,0.0200,-0.0293, -0.352, 90.000, 0.000, 1718
1449023653.356,0.11,2.20,-32.7800,0.0095,-0.0039,-1.0334,0.2215,0.5369,0.0926,0.0191,-0.0084,0.0209,-0.0308, -0.352, 90.000, 0.000, 1718
1449023653.379,0.12,2.19,-32.7900,0.0080,-0.0039,-1.0344,0.4032,0.5985,0.2734,0.0201,-0.0089,0.0222,-0.0329, -0.352, 90.000, 0.000, 1718
1449023653.398,0.13,2.19,-32.8000,0.0124,-0.0078,-1.0406,0.3431,0.5983,0.1523,0.0211,-0.0093,0.0231,-0.0345, -0.352, 90.000, 0.000, 1718
1449023653.415,0.14,2.18,-32.8300,0.0143,0.0025,-1.0436,0.1584,0.7226,0.3342,0.0221,-0.0098,0.0241,-0.0361, -0.352, 90.000, 0.000, 1718
1449023653.440,0.15,2.18,-32.8600,0.0105,-0.0044,-1.0276,0.5245,0.9063,0.3311,0.0231,-0.0103,0.0255,-0.0383, -0.352, 90.000, 0.000, 1718
1449023653.458,0.15,2.18,-32.9000,0.0158,0.0088,-1.0345,0.3431,0.9678,0.0886,0.0242,-0.0108,0.0266,-0.0400, -0.352, 90.000, 0.000, 1718
1449023653.476,0.16,2.18,-32.9700,0.0090,0.0107,-1.0273,0.4647,1.0292,0.1482,0.0253,-0.0113,0.0277,-0.0417, -0.352, 90.000, 0.000, 1718
1449023653.499,0.16,2.19,-33.0400,0.0153,0.0107,-1.0277,0.3412,1.0301,0.3309,0.0264,-0.0118,0.0292,-0.0441, -0.352, 90.000, 0.000, 1718
1449023653.518,0.16,2.20,-33.0900,0.0172,0.0311,-1.0279,0.4652,0.9674,0.0880,0.0276,-0.0123,0.0303,-0.0459, -0.352, 90.000, 0.000, 1718
1449023653.535,0.15,2.20,-33.1800,0.0197,0.0257,-1.0191,0.4645,1.2140,0.1467,0.0287,-0.0128,0.0315,-0.0478, -0.352, 90.000, 0.000, 1718
1449023653.559,0.15,2.21,-33.2500,0.0261,0.0311,-1.0210,0.2816,0.9681,0.1495,0.0299,-0.0134,0.0331,-0.0504, -0.352, 90.000, 0.000, 1718
1449023653.577,0.14,2.23,-33.2900,0.0231,0.0339,-1.0090,0.5258,1.0290,0.1480,0.0311,-0.0139,0.0344,-0.0523, -0.352, 90.000, 0.000, 1718
1449023653.595,0.13,2.24,-33.3200,0.0222,0.0305,-1.0080,0.4035,1.1526,0.1475,0.0324,-0.0145,0.0356,-0.0543, -0.352, 90.000, 0.000, 1718
1449023653.619,0.12,2.25,-33.3600,0.0256,0.0354,-1.0046,0.2201,0.9685,0.2105,0.0337,-0.0151,0.0374,-0.0571, -0.352, 90.000, 0.000, 1718
1449023653.637,0.10,2.26,-33.4200,0.0276,0.0373,-1.0061,0.3417,0.9683,0.2707,0.0350,-0.0157,0.0387,-0.0592, -0.352, 90.000, 0.000, 1718
1449023653.655,0.08,2.28,-33.4900,0.0320,0.0397,-0.9959,0.2204,1.0915,0.1488,0.0363,-0.0163,0.0400,-0.0613, -0.352, 90.000, 0.000, 1718
1449023653.680,0.06,2.29,-33.5600,0.0271,0.0358,-0.9954,0.3422,0.9681,0.2100,0.0377,-0.0170,0.0418,-0.0643, -0.352, 90.000, 0.000, 1718
1449023653.697,0.05,2.30,-33.6000,0.0261,0.0233,-1.0180,0.3426,1.0295,0.1488,0.0391,-0.0177,0.0432,-0.0665, -0.352, 90.000, 0.000, 1718
1449023653.716,0.04,2.32,-33.6300,0.0265,0.0359,-1.0162,0.2815,1.0913,0.1485,0.0405,-0.0183,0.0446,-0.0689, -0.352, 90.000, 0.000, 1718
1449023653.739,0.02,2.33,-33.6600,0.0207,0.0277,-1.0162,0.3425,1.0911,0.1483,0.0420,-0.0190,0.0466,-0.0721, -0.352, 90.000, 0.000, 1718
1449023653.758,0.01,2.34,-33.6900,0.0265,0.0417,-1.0119,0.2200,1.0301,0.2100,0.0435,-0.0198,0.0480,-0.0745, -0.352, 90.000, 0.000, 1718
1449023653.775,-0.00,2.36,-33.7100,0.0266,0.0290,-0.9997,0.3417,1.0299,0.2702,0.0450,-0.0205,0.0495,-0.0771, -0.352, 90.000, 0.000, 1718
1449023653.800,-0.02,2.37,-33.7400,0.0300,0.0354,-1.0079,0.1590,0.9686,0.2108,0.0466,-0.0213,0.0515,-0.0805, -0.352, 90.000, 0.000, 1718
1449023653.818,-0.03,2.38,-33.7700,0.0188,0.0358,-0.9950,0.2818,0.7833,0.1510,0.0482,-0.0221,0.0531,-0.0832, -0.352, 90.000, 0.000, 1718
1449023653.836,-0.05,2.39,-33.8100,0.0271,0.0363,-0.9968,0.2202,0.9069,0.2110,0.0498,-0.0229,0.0546,-0.0859, -0.352, 90.000, 0.000, 1718
1449023653.859,-0.07,2.40,-33.8500,0.0305,0.0403,-1.0046,0.2212,0.8449,0.0901,0.0515,-0.0238,0.0567,-0.0896, -0.352, 90.000, 0.000, 1718
1449023653.877,-0.08,2.41,-33.9000,0.0271,0.0305,-0.9915,0.3430,0.7215,0.1513,0.0532,-0.0247,0.0583,-0.0925, -0.352, 90.000, 0.000, 1718
1449023653.895,-0.09,2.42,-33.9400,0.0311,0.0266,-0.9996,0.0367,0.7228,0.2741,0.0549,-0.0256,0.0600,-0.0954, -0.352, 90.000, 0.000, 1718
1449023653.920,-0.10,2.42,-34.0200,0.0282,0.0246,-0.9928,0.1590,0.5992,0.2745,0.0567,-0.0265,0.0622,-0.0995, -0.352, 90.000, 0.000, 1718
1449023653.937,-0.11,2.42,-34.0700,0.0228,0.0174,-0.9991,0.0982,0.3530,0.2768,0.0585,-0.0275,0.0638,-0.1026, -0.352, 90.000, 0.000, 1718
1449023653.955,-0.11,2.42,-34.1100,0.0258,0.0159,-0.9899,0.0982,0.3530,0.2768,0.0603,-0.0285,0.0655,-0.1057, -0.352, 90.000, 0.000, 1718
1449023653.979,-0.11,2.42,-34.1400,0.0268,0.0056,-0.9830,0.1593,0.2912,0.2770,0.0622,-0.0295,0.0678,-0.1101, -0.352, 90.000, 0.000, 1718
1449023653.997,-0.11,2.42,-34.1800,0.0238,0.0120,-1.0015,0.0987,0.3528,0.2161,0.0641,-0.0306,0.0695,-0.1134, -0.352, 90.000, 0.000, 1718
1449023654.016,-0.10,2.41,-34.2100,0.0184,-0.0021,-1.0019,0.2211,0.1061,0.2175,0.0660,-0.0316,0.0713,-0.1169, -0.352, 90.000, 0.000, 1718
1449023654.040,-0.10,2.40,-34.2400,0.0223,-0.0006,-1.0043,0.0988,0.2912,0.2166,0.0680,-0.0328,0.0736,-0.1215, -0.352, 90.000, 0.000, 1718
1449023654.058,-0.08,2.39,-34.2700,0.0184,-0.0030,-1.0086,0.1600,0.1062,0.2178,0.0700,-0.0339,0.0754,-0.1251, -0.352, 90.000, 0.000, 1718
1449023654.076,-0.07,2.38,-34.3000,0.0165,-0.0084,-1.0101,0.1585,0.2300,0.3990,0.0721,-0.0351,0.0773,-0.1288, -0.352, 90.000, 0.000, 1718
1449023654.099,-0.06,2.36,-34.3300,0.0154,-0.0069,-1.0222,-0.0237,0.2301,0.2783,0.0742,-0.0362,0.0797,-0.1338, -0.352, 90.000, 0.000, 1718
1449023654.117,-0.05,2.35,-34.3400,0.0092,-0.0132,-1.0067,0.2204,0.2910,0.2768,0.0763,-0.0374,0.0816,-0.1376, -0.352, 90.000, 0.000, 1718
1449023654.136,-0.03,2.34,-34.3500,0.0199,-0.0122,-1.0260,0.2201,0.1680,0.3385,0.0785,-0.0387,0.0835,-0.1414, -0.352, 90.000, 0.000, 1718
1449023654.159,-0.02,2.32,-34.3600,0.0101,-0.0161,-1.0294,0.2824,0.2905,0.1550,0.0807,-0.0399,0.0861,-0.1467, -0.352, 90.000, 0.000, 1718
1449023654.178,-0.00,2.31,-34.3800,0.0091,-0.0137,-1.0222,0.3433,0.4135,0.1538,0.0829,-0.0412,0.0880,-0.1507, -0.352, 90.000, 0.000, 1718
1449023654.196,0.01,2.29,-34.3900,0.0115,-0.0063,-1.0348,0.0981,0.4762,0.2758,0.0852,-0.0425,0.0900,-0.1548, -0.352, 90.000, 0.000, 1718
1449023654.220,0.03,2.28,-34.4000,0.0095,-0.0155,-1.0386,0.4640,0.4137,0.3354,0.0875,-0.0438,0.0927,-0.1604, -0.352, 90.000, 0.000, 1718
1449023654.237,0.04,2.27,-34.4200,0.0080,-0.0024,-1.0427,0.2201,0.5374,0.2747,0.0898,-0.0451,0.0948,-0.1646, -0.352, 90.000, 0.000, 1718
1449023654.255,0.05,2.26,-34.4500,0.0085,-0.0010,-1.0267,0.4028,0.5371,0.3347,0.0922,-0.0465,0.0968,-0.1689, -0.352, 90.000, 0.000, 1718
1449023654.280,0.06,2.25,-34.4800,0.0070,-0.0024,-1.0403,0.2823,0.7831,0.0903,0.0946,-0.0479,0.0997,-0.1747, -0.352, 90.000, 0.000, 1718
1449023654.297,0.07,2.25,-34.5200,0.0109,0.0073,-1.0330,0.3438,0.7828,0.0293,0.0970,-0.0492,0.1018,-0.1791, -0.352, 90.000, 0.000, 1718
1449023654.316,0.07,2.25,-34.5600,0.0178,0.0039,-1.0349,0.5260,0.8442,0.1495,0.0995,-0.0506,0.1040,-0.1836, -0.352, 90.000, 0.000, 1718
1449023654.339,0.08,2.25,-34.6100,0.0104,0.0112,-1.0316,0.2811,0.9683,0.2103,0.1019,-0.0520,0.1069,-0.1896, -0.352, 90.000, 0.000, 1718
1449023654.357,0.08,2.26,-34.7400,0.0168,0.0131,-1.0166,0.3421,1.0913,0.2090,0.1045,-0.0535,0.1091,-0.1942, -0.352, 90.000, 0.000, 1718
1449023654.375,0.08,2.26,-34.8600,0.0178,0.0189,-1.0239,0.3426,1.0295,0.1488,0.1070,-0.0549,0.1114,-0.1989, -0.352, 90.000, 0.000, 1718
1449023654.399,0.07,2.27,-34.9100,0.0222,0.0277,-1.0186,0.2824,1.1526,0.0266,0.1096,-0.0563,0.1144,-0.2052, -0.352, 90.000, 0.000, 1718
1449023654.417,0.06,2.29,-34.9600,0.0241,0.0252,-1.0210,0.4642,1.0910,0.2084,0.1122,-0.0578,0.1167,-0.2100, -0.352, 90.000, 0.000, 1718
1449023654.435,0.05,2.30,-34.9900,0.0241,0.0364,-1.0226,0.2809,1.1531,0.2088,0.1148,-0.0593,0.1190,-0.2148, -0.352, 90.000, 0.000, 1718
1449023654.459,0.03,2.31,-35.0100,0.0232,0.0325,-1.0027,0.4026,1.1529,0.2689,0.1174,-0.0608,0.1221,-0.2214, -0.352, 90.000, 0.000, 1718
1449023654.478,0.02,2.33,-35.0300,0.0275,0.0379,-1.0182,0.1594,1.0917,0.1491,0.1201,-0.0623,0.1245,-0.2264, -0.352, 90.000, 0.000, 1718
1449023654.495,0.00,2.34,-35.0600,0.0310,0.0325,-1.0016,0.3427,0.9679,0.1493,0.1228,-0.0638,0.1269,-0.2315, -0.352, 90.000, 0.000, 1718
1449023654.519,-0.01,2.36,-35.0800,0.0281,0.0339,-0.9983,0.2806,1.0301,0.2705,0.1255,-0.0653,0.1301,-0.2383, -0.352, 90.000, 0.000, 1718
1449023654.537,-0.03,2.37,-35.1100,0.0281,0.0407,-0.9935,0.3438,0.8444,0.0288,0.1282,-0.0669,0.1326,-0.2435, -0.352, 90.000, 0.000, 1718
1449023654.555,-0.04,2.38,-35.1300,0.0296,0.0256,-0.9923,0.2197,0.9070,0.2717,0.1310,-0.0685,0.1350,-0.2488, -0.352, 90.000, 0.000, 1718
1449023654.580,-0.06,2.39,-35.1700,0.0315,0.0335,-1.0065,0.2214,0.6601,0.0916,0.1338,-0.0701,0.1384,-0.2559, -0.352, 90.000, 0.000, 1718
1449023654.597,-0.07,2.40,-35.2000,0.0222,0.0271,-0.9949,0.2218,0.7215,0.0304,0.1366,-0.0717,0.1409,-0.2613, -0.352, 90.000, 0.000, 1718
1449023654.616,-0.08,2.41,-35.2400,0.0301,0.0300,-0.9934,-0.0248,0.7231,0.3350,0.1394,-0.0734,0.1435,-0.2670, -0.352, 90.000, 0.000, 1718
1449023654.640,-0.10,2.41,-35.2800,0.0311,0.0285,-0.9909,0.3429,0.3521,0.2150,0.1423,-0.0751,0.1469,-0.2743, -0.352, 90.000, 0.000, 1718
1449023654.658,-0.10,2.41,-35.3200,0.0321,0.0183,-0.9961,0.0975,0.5380,0.3360,0.1451,-0.0768,0.1494,-0.2799, -0.352, 90.000, 0.000, 1718
1449023654.676,-0.11,2.41,-35.3700,0.0257,0.0183,-0.9909,-0.0230,0.4146,0.1554,0.1481,-0.0786,0.1521,-0.2857, -0.352, 90.000, 0.000, 1718
1449023654.699,-0.11,2.41,-35.4000,0.0253,0.0047,-0.9917,0.2213,0.2907,0.1553,0.1510,-0.0804,0.1556,-0.2934, -0.352, 90.000, 0.000, 1718
1449023654.718,-0.10,2.40,-35.4300,0.0208,0.0014,-1.0111,-0.0848,0.2303,0.2786,0.1540,-0.0822,0.1582,-0.2993, -0.352, 90.000, 0.000, 1718
1449023654.736,-0.10,2.39,-35.4600,0.0189,-0.0006,-0.9961,0.1595,0.1680,0.2780,0.1569,-0.0840,0.1609,-0.3053, -0.352, 90.000, 0.000, 1718
1449023654.760,-0.09,2.38,-35.4800,0.0219,-0.0059,-1.0076,0.0371,0.0453,0.3403,0.1599,-0.0858,0.1645,-0.3134, -0.352, 90.000, 0.000, 1718
1449023654.778,-0.08,2.37,-35.5200,0.0228,-0.0059,-1.0144,0.1599,0.2294,0.2168,0.1630,-0.0877,0.1673,-0.3196, -0.352, 90.000, 0.000, 1718
1449023654.796,-0.06,2.36,-35.5500,0.0126,-0.0176,-1.0124,0.1594,0.2296,0.2775,0.1660,-0.0896,0.1700,-0.3259, -0.352, 90.000, 0.000, 1718
1449023654.819,-0.05,2.34,-35.5800,0.0189,-0.0044,-1.0207,0.0981,0.0452,0.3400,0.1691,-0.0915,0.1737,-0.3343, -0.352, 90.000, 0.000, 1718
1449023654.837,-0.04,2.33,-35.6100,0.0145,-0.0156,-1.0255,0.2203,0.3526,0.2763,0.1722,-0.0934,0.1766,-0.3407, -0.352, 90.000, 0.000, 1718
1449023654.856,-0.02,2.32,-35.6300,0.0164,-0.0122,-1.0294,0.0364,0.2303,0.3995,0.1753,-0.0954,0.1794,-0.3471, -0.352, 90.000, 0.000, 1718
1449023654.880,-0.01,2.30,-35.6500,0.0130,-0.0093,-1.0285,0.2203,0.3526,0.2763,0.1785,-0.0973,0.1832,-0.3558, -0.352, 90.000, 0.000, 1718
1449023654.897,0.01,2.29,-35.6800,0.0184,-0.0151,-1.0332,0.2813,0.4141,0.2755,0.1816,-0.0993,0.1861,-0.3624, -0.352, 90.000, 0.000, 1718
