t_s,roll,pitch,yaw,a_x,a_y,a_z,w_x,w_y,w_z,vx_est,vy_est,X_est,Y_est,d_F,FxR,vx_enc, enc_count
1449023654.915,0.02,2.28,-35.7000,0.0114,0.0000,-1.0364,0.4033,0.4753,0.2744,0.1848,-0.1013,0.1890,-0.3691, -0.352, 90.000, 0.000, 1718
1449023654.940,0.04,2.27,-35.7300,0.0120,-0.0141,-1.0231,0.4648,0.5366,0.2130,0.1880,-0.1032,0.1930,-0.3781, -0.352, 90.000, 0.000, 1718
1449023654.957,0.05,2.26,-35.7500,0.0095,-0.0039,-1.0392,0.3413,0.5374,0.3956,0.1912,-0.1052,0.1960,-0.3850, -0.352, 90.000, 0.000, 1718
1449023654.975,0.06,2.26,-35.7900,0.0120,-0.0020,-1.0305,0.4036,0.6599,0.2122,0.1944,-0.1072,0.1991,-0.3919, -0.352, 90.000, 0.000, 1718
1449023655.000,0.07,2.25,-35.8200,0.0104,-0.0009,-1.0417,0.4029,0.8449,0.2714,0.1977,-0.1092,0.2031,-0.4011, -0.352, 90.000, 0.000, 1718
1449023655.017,0.08,2.25,-35.8500,0.0124,0.0102,-1.0258,0.4640,0.7831,0.2717,0.2009,-0.1112,0.2062,-0.4081, -0.352, 90.000, 0.000, 1718
1449023655.036,0.09,2.25,-35.8900,0.0134,0.0044,-1.0325,0.4035,0.7215,0.2117,0.2042,-0.1132,0.2094,-0.4152, -0.352, 90.000, 0.000, 1718
1449023655.059,0.09,2.26,-35.9200,0.0173,0.0156,-1.0316,0.2811,1.0299,0.2098,0.2075,-0.1152,0.2136,-0.4248, -0.352, 90.000, 0.000, 1718
1449023655.077,0.09,2.26,-35.9500,0.0149,0.0155,-1.0186,0.4051,1.0288,-0.0336,0.2108,-0.1171,0.2168,-0.4320, -0.352, 90.000, 0.000, 1718
1449023655.096,0.08,2.27,-36.0500,0.0197,0.0243,-1.0297,0.3436,0.9676,0.0278,0.2141,-0.1191,0.2200,-0.4393, -0.352, 90.000, 0.000, 1718
1449023655.120,0.08,2.28,-36.1400,0.0236,0.0262,-1.0181,0.3414,1.2147,0.2687,0.2174,-0.1211,0.2243,-0.4491, -0.352, 90.000, 0.000, 1718
1449023655.137,0.07,2.29,-36.2400,0.0222,0.0247,-1.0191,0.5248,1.0294,0.2694,0.2207,-0.1231,0.2276,-0.4565, -0.352, 90.000, 0.000, 1718
1449023655.155,0.06,2.30,-36.2800,0.0236,0.0345,-1.0177,0.4035,1.1526,0.1475,0.2240,-0.1251,0.2309,-0.4640, -0.352, 90.000, 0.000, 1718
1449023655.180,0.05,2.32,-36.3100,0.0296,0.0291,-1.0055,0.4035,1.1526,0.1475,0.2273,-0.1271,0.2353,-0.4741, -0.352, 90.000, 0.000, 1718
1449023655.197,0.03,2.33,-36.3400,0.0251,0.0354,-1.0148,0.2815,1.0297,0.1490,0.2307,-0.1291,0.2386,-0.4817, -0.352, 90.000, 0.000, 1718
1449023655.215,0.02,2.34,-36.3600,0.0242,0.0339,-0.9925,0.3425,1.1527,0.1478,0.2340,-0.1311,0.2420,-0.4895, -0.352, 90.000, 0.000, 1718
1449023655.239,0.00,2.36,-36.3800,0.0281,0.0349,-1.0017,0.2806,1.0301,0.2705,0.2374,-0.1331,0.2465,-0.4998, -0.352, 90.000, 0.000, 1718
1449023655.257,-0.02,2.37,-36.4100,0.0330,0.0354,-1.0002,0.2202,0.9069,0.2110,0.2408,-0.1352,0.2499,-0.5077, -0.352, 90.000, 0.000, 1718
1449023655.276,-0.03,2.39,-36.4400,0.0306,0.0271,-0.9933,0.2213,0.7833,0.0906,0.2441,-0.1372,0.2534,-0.5156, -0.352, 90.000, 0.000, 1718
1449023655.299,-0.04,2.39,-36.4700,0.0325,0.0349,-0.9905,0.1598,0.7221,0.1521,0.2475,-0.1393,0.2580,-0.5263, -0.352, 90.000, 0.000, 1718
1449023655.318,-0.05,2.41,-36.5000,0.0331,0.0217,-0.9840,0.1603,0.6603,0.0919,0.2509,-0.1414,0.2615,-0.5344, -0.352, 90.000, 0.000, 1718
1449023655.336,-0.07,2.41,-36.5700,0.0266,0.0266,-1.0001,-0.0228,0.6608,0.0927,0.2544,-0.1435,0.2650,-0.5426, -0.352, 90.000, 0.000, 1718
1449023655.359,-0.07,2.41,-36.6200,0.0253,0.0169,-0.9904,0.4038,0.4751,0.2137,0.2578,-0.1456,0.2697,-0.5536, -0.352, 90.000, 0.000, 1718
1449023655.377,-0.08,2.42,-36.6500,0.0272,0.0154,-0.9971,-0.0239,0.3533,0.2773,0.2613,-0.1477,0.2733,-0.5619, -0.352, 90.000, 0.000, 1718
1449023655.395,-0.08,2.42,-36.6900,0.0257,0.0130,-0.9952,0.0356,0.4769,0.4582,0.2647,-0.1499,0.2769,-0.5703, -0.352, 90.000, 0.000, 1718
1449023655.420,-0.08,2.41,-36.7300,0.0204,0.0037,-0.9893,0.2210,0.1677,0.2170,0.2682,-0.1520,0.2817,-0.5817, -0.352, 90.000, 0.000, 1718
1449023655.437,-0.07,2.41,-36.7700,0.0243,0.0057,-1.0111,0.1589,0.2914,0.3377,0.2717,-0.1542,0.2853,-0.5903, -0.352, 90.000, 0.000, 1718
1449023655.455,-0.06,2.40,-36.7900,0.0199,-0.0060,-1.0047,0.1590,0.1682,0.3387,0.2752,-0.1564,0.2890,-0.5990, -0.352, 90.000, 0.000, 1718
1449023655.480,-0.05,2.39,-36.8100,0.0159,-0.0083,-1.0217,0.0980,0.1684,0.3390,0.2787,-0.1586,0.2939,-0.6107, -0.352, 90.000, 0.000, 1718
1449023655.498,-0.04,2.37,-36.8300,0.0180,-0.0079,-1.0071,0.1590,0.1682,0.3387,0.2822,-0.1608,0.2976,-0.6195, -0.352, 90.000, 0.000, 1718
1449023655.515,-0.03,2.36,-36.8600,0.0136,-0.0176,-1.0134,0.1593,0.2912,0.2770,0.2858,-0.1631,0.3014,-0.6284, -0.352, 90.000, 0.000, 1718
1449023655.534,-0.01,2.35,-36.8800,0.0139,-0.0107,-1.0338,0.0984,0.2298,0.2778,0.2893,-0.1653,0.3052,-0.6376, -0.352, 90.000, 0.000, 1718
1449023655.557,0.00,2.33,-36.9000,0.0164,-0.0122,-1.0231,0.3412,0.1680,0.4594,0.2929,-0.1676,0.3102,-0.6495, -0.352, 90.000, 0.000, 1718
1449023655.576,0.02,2.32,-36.9200,0.0115,-0.0136,-1.0343,0.2199,0.2912,0.3375,0.2965,-0.1698,0.3141,-0.6587, -0.352, 90.000, 0.000, 1718
1449023655.600,0.03,2.31,-36.9400,0.0130,-0.0132,-1.0285,0.2829,0.2903,0.0943,0.3001,-0.1721,0.3192,-0.6710, -0.352, 90.000, 0.000, 1718
1449023655.617,0.05,2.30,-36.9700,0.0085,-0.0131,-1.0392,0.3432,0.4751,0.1533,0.3037,-0.1743,0.3231,-0.6802, -0.352, 90.000, 0.000, 1718
1449023655.635,0.06,2.28,-37.0000,0.0114,-0.0029,-1.0460,0.2201,0.5374,0.2747,0.3073,-0.1766,0.3270,-0.6896, -0.352, 90.000, 0.000, 1718
1449023655.660,0.07,2.27,-37.0300,0.0135,-0.0132,-1.0197,0.2825,0.1673,0.1561,0.3109,-0.1788,0.3323,-0.7022, -0.352, 90.000, 0.000, 1718
1449023655.677,0.09,2.26,-37.0700,0.0135,-0.0127,-1.0328,0.1591,0.1066,0.3392,0.3146,-0.1811,0.3363,-0.7117, -0.352, 90.000, 0.000, 1718
1449023655.695,0.10,2.24,-37.1100,0.0081,-0.0132,-1.0275,0.2205,0.1678,0.2778,0.3182,-0.1833,0.3403,-0.7213, -0.352, 90.000, 0.000, 1718
1449023655.714,0.11,2.23,-37.1300,0.0120,-0.0166,-1.0294,0.0982,0.3530,0.2768,0.3218,-0.1856,0.3445,-0.7312, -0.352, 90.000, 0.000, 1718
1449023655.737,0.13,2.22,-37.1600,0.0085,-0.0088,-1.0334,0.2203,0.3526,0.2763,0.3255,-0.1878,0.3498,-0.7439, -0.352, 90.000, 0.000, 1718
1449023655.755,0.14,2.21,-37.1700,0.0076,-0.0112,-1.0339,0.2822,0.4753,0.1535,0.3291,-0.1900,0.3539,-0.7537, -0.352, 90.000, 0.000, 1718
1449023655.774,0.15,2.20,-37.1800,0.0124,-0.0024,-1.0455,0.2808,0.4758,0.3357,0.3328,-0.1922,0.3582,-0.7638, -0.352, 90.000, 0.000, 1718
1449023655.798,0.16,2.19,-37.2000,0.0115,-0.0044,-1.0363,0.4035,0.7831,0.2112,0.3364,-0.1944,0.3637,-0.7767, -0.352, 90.000, 0.000, 1718
1449023655.815,0.17,2.19,-37.2200,0.0114,-0.0004,-1.0456,0.2213,0.7833,0.0906,0.3401,-0.1966,0.3679,-0.7866, -0.352, 90.000, 0.000, 1718
1449023655.834,0.17,2.18,-37.2300,0.0134,0.0020,-1.0368,0.4031,0.6601,0.2729,0.3437,-0.1987,0.3723,-0.7968, -0.352, 90.000, 0.000, 1718
1449023655.858,0.18,2.18,-37.2600,0.0129,0.0073,-1.0403,0.3421,1.0297,0.2095,0.3474,-0.2009,0.3779,-0.8100, -0.352, 90.000, 0.000, 1718
1449023655.875,0.17,2.19,-37.3000,0.0158,0.0131,-1.0364,0.2202,0.8453,0.2115,0.3510,-0.2030,0.3822,-0.8201, -0.352, 90.000, 0.000, 1718
1449023655.894,0.17,2.19,-37.3300,0.0104,0.0194,-1.0201,0.4037,1.0294,0.1485,0.3547,-0.2051,0.3867,-0.8306, -0.352, 90.000, 0.000, 1718
1449023655.917,0.16,2.20,-37.3500,0.0216,0.0253,-1.0297,0.2810,1.0915,0.2093,0.3584,-0.2072,0.3925,-0.8439, -0.352, 90.000, 0.000, 1718
1449023655.935,0.15,2.22,-37.3800,0.0222,0.0325,-1.0124,0.3421,1.0297,0.2095,0.3620,-0.2093,0.3969,-0.8542, -0.352, 90.000, 0.000, 1718
1449023655.954,0.14,2.23,-37.4100,0.0246,0.0262,-1.0190,0.2811,1.0299,0.2098,0.3657,-0.2114,0.4014,-0.8648, -0.352, 90.000, 0.000, 1718
1449023655.977,0.12,2.24,-37.4300,0.0251,0.0364,-1.0153,0.4026,1.1529,0.2689,0.3693,-0.2134,0.4073,-0.8785, -0.352, 90.000, 0.000, 1718
1449023655.996,0.11,2.25,-37.4600,0.0232,0.0281,-1.0046,0.3427,0.9679,0.1493,0.3730,-0.2155,0.4119,-0.8889, -0.352, 90.000, 0.000, 1718
1449023656.014,0.09,2.27,-37.5100,0.0270,0.0413,-1.0139,0.0991,1.2147,0.0269,0.3767,-0.2175,0.4165,-0.8997, -0.352, 90.000, 0.000, 1718
1449023656.037,0.07,2.28,-37.5400,0.0296,0.0397,-0.9823,0.3431,0.9678,0.0886,0.3803,-0.2195,0.4225,-0.9136, -0.352, 90.000, 0.000, 1718
1449023656.055,0.05,2.30,-37.6000,0.0339,0.0330,-1.0137,0.2820,1.0295,0.0883,0.3840,-0.2216,0.4271,-0.9243, -0.352, 90.000, 0.000, 1718
1449023656.074,0.04,2.31,-37.6500,0.0325,0.0402,-0.9930,0.0989,1.0301,0.0891,0.3876,-0.2236,0.4319,-0.9353, -0.352, 90.000, 0.000, 1718
1449023656.097,0.02,2.32,-37.6900,0.0301,0.0276,-1.0035,0.1598,0.7221,0.1521,0.3913,-0.2256,0.4379,-0.9495, -0.352, 90.000, 0.000, 1718
1449023656.115,0.01,2.33,-37.7300,0.0340,0.0309,-0.9870,0.1599,0.5989,0.1531,0.3950,-0.2276,0.4426,-0.9604, -0.352, 90.000, 0.000, 1718
1449023656.133,-0.00,2.34,-37.8100,0.0282,0.0198,-0.9938,0.2812,0.4757,0.2750,0.3986,-0.2296,0.4474,-0.9716, -0.352, 90.000, 0.000, 1718
1449023656.157,-0.01,2.35,-37.8600,0.0346,0.0236,-0.9840,0.0363,0.6613,0.3353,0.4023,-0.2317,0.4535,-0.9861, -0.352, 90.000, 0.000, 1718
1449023656.176,-0.02,2.35,-37.9300,0.0282,0.0188,-0.9933,0.0976,0.4764,0.3365,0.4060,-0.2337,0.4583,-0.9972, -0.352, 90.000, 0.000, 1718
1449023656.194,-0.02,2.35,-37.9600,0.0282,0.0120,-0.9917,0.0983,0.2914,0.2773,0.4097,-0.2357,0.4631,-1.0087, -0.352, 90.000, 0.000, 1718
1449023656.218,-0.02,2.35,-38.0000,0.0346,0.0096,-0.9994,0.1604,0.2293,0.1561,0.4134,-0.2378,0.4694,-1.0235, -0.352, 90.000, 0.000, 1718
1449023656.236,-0.02,2.35,-38.0300,0.0238,-0.0006,-0.9960,0.1610,0.1059,0.0964,0.4171,-0.2398,0.4742,-1.0349, -0.352, 90.000, 0.000, 1718
1449023656.254,-0.01,2.34,-38.0500,0.0233,0.0004,-1.0120,-0.0219,0.2911,0.0350,0.4208,-0.2418,0.4791,-1.0466, -0.352, 90.000, 0.000, 1718
1449023656.278,-0.01,2.33,-38.0700,0.0185,-0.0084,-0.9979,0.1595,0.1680,0.2780,0.4245,-0.2439,0.4854,-1.0618, -0.352, 90.000, 0.000, 1718
1449023656.296,0.00,2.32,-38.0800,0.0199,-0.0127,-1.0187,-0.0848,0.2303,0.2786,0.4282,-0.2459,0.4903,-1.0734, -0.352, 90.000, 0.000, 1718
1449023656.314,0.01,2.30,-38.0800,0.0184,-0.0064,-1.0164,0.1596,0.1064,0.2785,0.4319,-0.2480,0.4953,-1.0853, -0.352, 90.000, 0.000, 1718
1449023656.337,0.03,2.29,-38.1000,0.0135,-0.0176,-1.0192,0.2201,0.1680,0.3385,0.4357,-0.2501,0.5018,-1.1007, -0.352, 90.000, 0.000, 1718
1449023656.355,0.04,2.27,-38.1100,0.0115,-0.0137,-1.0260,0.2186,0.2301,0.5201,0.4394,-0.2521,0.5068,-1.1126, -0.352, 90.000, 0.000, 1718
1449023656.374,0.06,2.26,-38.1200,0.0091,-0.0190,-1.0246,0.4032,0.2291,0.3372,0.4432,-0.2542,0.5119,-1.1248, -0.352, 90.000, 0.000, 1718
1449023656.397,0.07,2.25,-38.1300,0.0095,-0.0073,-1.0329,0.0973,0.2917,0.3987,0.4470,-0.2562,0.5185,-1.1405, -0.352, 90.000, 0.000, 1718
1449023656.416,0.08,2.23,-38.1400,0.0041,-0.0088,-1.0359,0.2207,0.4141,0.2150,0.4507,-0.2583,0.5236,-1.1525, -0.352, 90.000, 0.000, 1718
1449023656.434,0.09,2.22,-38.1600,0.0125,-0.0117,-1.0338,0.3432,0.4751,0.1533,0.4545,-0.2603,0.5288,-1.1649, -0.352, 90.000, 0.000, 1718
1449023656.457,0.10,2.21,-38.1700,0.0080,-0.0009,-1.0441,0.2205,0.5989,0.2135,0.4583,-0.2623,0.5355,-1.1809, -0.352, 90.000, 0.000, 1718
1449023656.475,0.11,2.20,-38.1800,0.0027,-0.0059,-1.0282,0.4645,0.7830,0.2110,0.4620,-0.2644,0.5407,-1.1932, -0.352, 90.000, 0.000, 1718
1449023656.494,0.12,2.20,-38.2100,0.0163,0.0049,-1.0480,0.1599,0.6605,0.1526,0.4658,-0.2664,0.5460,-1.2057, -0.352, 90.000, 0.000, 1718
1449023656.517,0.12,2.20,-38.2600,0.0085,0.0092,-1.0297,0.5255,0.8444,0.2102,0.4696,-0.2684,0.5529,-1.2220, -0.352, 90.000, 0.000, 1718
1449023656.535,0.12,2.20,-38.2900,0.0182,0.0160,-1.0316,0.2807,0.9685,0.2710,0.4734,-0.2704,0.5582,-1.2344, -0.352, 90.000, 0.000, 1718
1449023656.554,0.12,2.20,-38.3200,0.0138,0.0199,-1.0293,0.4028,0.9065,0.2709,0.4772,-0.2723,0.5636,-1.2472, -0.352, 90.000, 0.000, 1718
1449023656.578,0.12,2.21,-38.3500,0.0197,0.0126,-1.0272,0.4651,1.0906,0.0870,0.4809,-0.2743,0.5706,-1.2638, -0.352, 90.000, 0.000, 1718
1449023656.595,0.11,2.22,-38.3700,0.0211,0.0301,-1.0240,0.2204,1.1531,0.1483,0.4847,-0.2763,0.5760,-1.2764, -0.352, 90.000, 0.000, 1718
1449023656.614,0.10,2.23,-38.3900,0.0212,0.0286,-1.0211,0.3438,1.2138,-0.0349,0.4885,-0.2782,0.5816,-1.2895, -0.352, 90.000, 0.000, 1718
1449023656.638,0.08,2.24,-38.4200,0.0246,0.0345,-1.0187,0.2204,1.0915,0.1488,0.4923,-0.2801,0.5887,-1.3064, -0.352, 90.000, 0.000, 1718
1449023656.655,0.06,2.26,-38.4700,0.0251,0.0413,-1.0124,0.4036,1.0910,0.1480,0.4961,-0.2821,0.5941,-1.3189, -0.352, 90.000, 0.000, 1718
1449023656.674,0.05,2.27,-38.5100,0.0276,0.0325,-1.0012,0.2199,1.1533,0.2090,0.4998,-0.2840,0.5997,-1.3322, -0.352, 90.000, 0.000, 1718
1449023656.698,0.03,2.29,-38.5300,0.0315,0.0393,-1.0065,0.2206,0.9067,0.1503,0.5036,-0.2859,0.6069,-1.3492, -0.352, 90.000, 0.000, 1718
1449023656.715,0.01,2.30,-38.5800,0.0281,0.0339,-0.9915,0.2806,1.0301,0.2705,0.5074,-0.2878,0.6124,-1.3623, -0.352, 90.000, 0.000, 1718
1449023656.733,-0.01,2.32,-38.6200,0.0359,0.0383,-1.0050,0.0978,0.7226,0.2738,0.5112,-0.2897,0.6181,-1.3756, -0.352, 90.000, 0.000, 1718
1449023656.757,-0.03,2.33,-38.6700,0.0296,0.0373,-0.9915,0.2198,0.8454,0.2722,0.5149,-0.2916,0.6254,-1.3931, -0.352, 90.000, 0.000, 1718
1449023656.775,-0.05,2.34,-38.7200,0.0291,0.0363,-0.9992,0.0992,0.7221,0.0916,0.5187,-0.2935,0.6310,-1.4064, -0.352, 90.000, 0.000, 1718
1449023656.794,-0.06,2.36,-38.7900,0.0291,0.0310,-0.9910,0.1603,0.6603,0.0919,0.5225,-0.2954,0.6367,-1.4200, -0.352, 90.000, 0.000, 1718
1449023656.817,-0.07,2.36,-38.8700,0.0272,0.0212,-0.9870,0.0983,0.6608,0.2136,0.5263,-0.2973,0.6441,-1.4377, -0.352, 90.000, 0.000, 1718
1449023656.835,-0.08,2.36,-38.9900,0.0291,0.0261,-0.9982,0.0975,0.5996,0.3355,0.5301,-0.2992,0.6497,-1.4512, -0.352, 90.000, 0.000, 1718
1449023656.854,-0.08,2.36,-39.1700,0.0248,0.0100,-0.9918,0.2813,0.4141,0.2755,0.5338,-0.3011,0.6554,-1.4651, -0.352, 90.000, 0.000, 1718
1449023656.878,-0.08,2.36,-39.3300,0.0267,0.0096,-0.9951,-0.0224,0.2912,0.0957,0.5376,-0.3031,0.6628,-1.4833, -0.352, 90.000, 0.000, 1718
1449023656.896,-0.08,2.36,-39.4200,0.0272,0.0086,-0.9961,0.1594,0.2296,0.2775,0.5414,-0.3050,0.6684,-1.4971, -0.352, 90.000, 0.000, 1718
1449023656.914,-0.07,2.35,-39.4900,0.0262,0.0014,-1.0067,0.0983,0.2914,0.2773,0.5452,-0.3069,0.6740,-1.5113, -0.352, 90.000, 0.000, 1718
1449023656.938,-0.07,2.34,-39.5500,0.0175,-0.0059,-1.0081,-0.0229,0.2914,0.1564,0.5490,-0.3089,0.6814,-1.5298, -0.352, 90.000, 0.000, 1718
1449023656.955,-0.06,2.33,-39.5800,0.0175,-0.0055,-1.0067,0.1599,0.2294,0.2168,0.5528,-0.3108,0.6870,-1.5439, -0.352, 90.000, 0.000, 1718
1449023656.974,-0.05,2.32,-39.6000,0.0204,-0.0064,-1.0202,0.1596,0.0448,0.2790,0.5567,-0.3128,0.6928,-1.5584, -0.352, 90.000, 0.000, 1718
1449023656.997,-0.03,2.31,-39.6200,0.0150,-0.0122,-1.0134,0.2201,0.1680,0.3385,0.5605,-0.3147,0.7003,-1.5771, -0.352, 90.000, 0.000, 1718
1449023657.015,-0.02,2.30,-39.6400,0.0145,-0.0171,-1.0240,0.0980,0.1068,0.3395,0.5643,-0.3167,0.7060,-1.5915, -0.352, 90.000, 0.000, 1718
1449023657.034,-0.00,2.28,-39.6500,0.0130,-0.0102,-1.0251,0.0363,0.2919,0.3990,0.5681,-0.3187,0.7118,-1.6062, -0.352, 90.000, 0.000, 1718
1449023657.057,0.01,2.27,-39.6700,0.0106,-0.0190,-1.0255,0.2209,0.2909,0.2160,0.5720,-0.3206,0.7193,-1.6253, -0.352, 90.000, 0.000, 1718
1449023657.075,0.03,2.26,-39.6900,0.0075,-0.0102,-1.0397,0.0981,0.4762,0.2758,0.5758,-0.3226,0.7252,-1.6400, -0.352, 90.000, 0.000, 1718
1449023657.094,0.04,2.24,-39.7100,0.0135,-0.0156,-1.0318,0.2218,0.3521,0.0941,0.5796,-0.3246,0.7311,-1.6549, -0.352, 90.000, 0.000, 1718
1449023657.117,0.05,2.24,-39.7400,0.0100,-0.0068,-1.0421,0.1595,0.5990,0.2138,0.5835,-0.3265,0.7387,-1.6743, -0.352, 90.000, 0.000, 1718
1449023657.136,0.06,2.23,-39.8000,0.0129,-0.0024,-1.0378,0.3427,0.5369,0.2135,0.5873,-0.3285,0.7446,-1.6891, -0.352, 90.000, 0.000, 1718
1449023657.154,0.07,2.22,-39.8700,0.0115,-0.0053,-1.0382,0.2833,0.7212,-0.0306,0.5912,-0.3304,0.7506,-1.7043, -0.352, 99.000, 0.000, 1718
1449023657.177,0.08,2.22,-39.9400,0.0133,0.0064,-1.0451,0.4027,0.5987,0.3342,0.5950,-0.3324,0.7584,-1.7239, 1.782, 99.000, 0.000, 1718
1449023657.196,0.09,2.22,-40.0000,0.0114,0.0010,-1.0335,0.4644,0.8446,0.2105,0.5989,-0.3343,0.7643,-1.7389, 3.909, 99.000, 0.000, 1718
1449023657.213,0.09,2.22,-40.0400,0.0074,0.0170,-1.0400,0.3421,1.0297,0.2095,0.6027,-0.3363,0.7703,-1.7544, 6.010, 99.000, 0.000, 1718
1449023657.237,0.10,2.21,-40.0600,-0.2818,-0.0353,-1.4699,-0.3159,0.3494,-1.4214,0.6065,-0.3382,0.7782,-1.7745, 8.068, 99.000, 0.000, 1718
1449023657.255,0.07,2.39,-40.0900,0.7474,0.2111,-0.6351,-4.4712,3.6261,-1.4297,0.6104,-0.3401,0.7842,-1.7896, 10.065, 99.000, 0.000, 1718
1449023657.274,0.04,2.36,-40.1100,0.2071,0.0494,-1.2115,0.9594,0.9639,-0.6427,0.6142,-0.3421,0.7903,-1.8053, 11.986, 99.000, 0.000, 1718
1449023657.298,0.04,2.44,-40.1400,0.3012,0.2411,-0.8618,0.9000,3.1801,-1.2069,0.6181,-0.3440,0.7982,-1.8255, 13.814, 99.000, 0.000, 1718
1449023657.316,0.18,2.55,-40.0900,0.1962,0.0906,-1.0663,9.3670,9.8347,7.9910,0.6221,-0.3459,0.8043,-1.8410, 15.536, 99.000, 0.000, 1718
1449023657.334,0.16,2.69,-39.8800,0.3581,0.1637,-0.9601,-2.3310,3.4166,13.8023,0.6261,-0.3478,0.8106,-1.8570, 17.139, 99.000, 0.000, 1718
1449023657.357,0.19,2.71,-39.5900,0.3461,0.1126,-1.0735,-0.6988,-0.6461,16.4996,0.6302,-0.3497,0.8189,-1.8777, 18.613, 99.000, 0.000, 1718
1449023657.375,0.16,2.70,-39.2200,0.3395,0.1515,-0.9539,-2.7349,0.2296,19.1123,0.6344,-0.3516,0.8254,-1.8936, 19.949, 99.000, 0.000, 1718
1449023657.394,0.06,2.69,-38.8400,0.2748,0.1070,-1.0103,-9.8823,-1.2876,19.9456,0.6387,-0.3534,0.8324,-1.9098, 21.137, 99.000, 0.000, 1718
1449023657.418,-0.03,2.69,-38.4000,0.2833,0.1354,-0.9388,0.4544,-1.7947,25.3684,0.6432,-0.3551,0.8417,-1.9309, 22.172, 99.000, 0.000, 1718
1449023657.436,0.01,2.66,-37.7800,0.2450,0.0696,-1.0311,-4.8262,-0.3919,36.8557,0.6478,-0.3568,0.8491,-1.9469, 23.049, 99.000, 0.000, 1718
1449023657.454,-0.01,2.70,-36.9800,0.3410,0.1427,-0.9528,6.2147,1.5106,45.5344,0.6525,-0.3584,0.8572,-1.9635, 23.763, 99.000, 0.000, 1718
1449023657.478,0.08,2.69,-35.9900,0.1155,0.2139,-1.1169,-7.2694,-2.4953,52.9733,0.6575,-0.3599,0.8684,-1.9850, 24.312, 99.000, 0.000, 1718
1449023657.496,-0.08,2.70,-34.9100,0.3520,0.2582,-0.8861,-8.9427,-1.0653,55.9442,0.6627,-0.3612,0.8775,-2.0012, 24.693, 99.000, 0.000, 1718
1449023657.514,-0.17,2.60,-33.8100,0.1481,-0.0439,-0.9946,-4.8403,-5.6379,55.1132,0.6680,-0.3624,0.8877,-2.0177, 24.905, 99.000, 1.414, 1719
1449023657.537,-0.20,2.52,-32.7000,0.0880,0.5445,-1.1013,9.0552,-1.4205,57.5068,0.6736,-0.3635,0.9016,-2.0386, 24.948, 99.000, 0.000, 1719
